HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlyVisibility,HourlyWindGustSpeed,HourlyWindSpeed,time,HourlyWeatherType,HourlySkyCondit,wind_dir_sin,wind_dir_cos,wind_dir_vrb,airport,date
25.0,34.0,0.0,70.0,30.15,10.0,0.0,10.0,0,clear,cloudy,-1.0,-1.8369701987210297e-16,0,SDF,2024-01-01
25.0,34.0,0.0,70.0,30.15,9.94,0.0,10.0,100,clear,other,-1.0,-1.8369701987210297e-16,0,SDF,2024-01-01
25.0,34.0,0.0,70.0,30.16,10.0,0.0,11.0,100,clear,cloudy,-0.9396926207859083,0.342020143325669,0,SDF,2024-01-01
25.0,34.0,0.0,70.0,30.16,10.0,0.0,9.0,200,clear,cloudy,-1.0,-1.8369701987210297e-16,0,SDF,2024-01-01
27.0,34.0,0.0,75.0,30.16,10.0,0.0,8.0,200,clear,cloudy,-1.0,-1.8369701987210297e-16,0,SDF,2024-01-01
26.0,34.0,0.0,73.0,30.17,10.0,0.0,9.0,200,clear,cloudy,-1.0,-1.8369701987210297e-16,0,SDF,2024-01-01
27.0,35.0,0.0,72.0,30.17,10.0,0.0,9.0,300,clear,cloudy,-1.0,-1.8369701987210297e-16,0,SDF,2024-01-01
27.0,35.0,0.0,72.0,30.17,9.94,0.0,9.0,400,clear,other,-1.0,-1.8369701987210297e-16,0,SDF,2024-01-01
27.0,35.0,0.0,72.0,30.17,10.0,0.0,10.0,400,clear,cloudy,-1.0,-1.8369701987210297e-16,0,SDF,2024-01-01
27.0,35.0,0.0,72.0,30.17,10.0,0.0,8.0,400,snow,cloudy,-0.9848077530122081,0.17364817766692997,0,SDF,2024-01-01
27.0,35.0,0.0,72.0,30.18,9.0,0.0,9.0,400,snow,cloudy,-0.9848077530122081,0.17364817766692997,0,SDF,2024-01-01
27.0,35.0,0.0,72.0,30.19,9.0,0.0,7.0,500,snow,cloudy,-0.9396926207859083,0.342020143325669,0,SDF,2024-01-01
27.0,35.0,0.0,72.0,30.21,9.0,0.0,8.0,600,snow,cloudy,-0.8660254037844386,0.5000000000000001,0,SDF,2024-01-01
27.0,35.0,0.0,72.0,30.21,8.7,0.0,8.0,700,clear,other,-0.8660254037844386,0.5000000000000001,0,SDF,2024-01-01
27.0,35.0,0.0,72.0,30.21,9.0,0.0,10.0,700,clear,cloudy,-0.7660444431189781,0.6427876096865393,0,SDF,2024-01-01
27.0,36.0,0.0,70.0,30.21,10.0,0.0,9.0,700,clear,cloudy,-0.6427876096865396,0.7660444431189778,0,SDF,2024-01-01
27.0,35.0,0.0,72.0,30.23,10.0,0.0,9.0,700,clear,cloudy,-0.6427876096865396,0.7660444431189778,0,SDF,2024-01-01
27.0,35.0,0.0,72.0,30.23,10.0,0.0,8.0,700,clear,cloudy,-0.7660444431189781,0.6427876096865393,0,SDF,2024-01-01
27.0,36.0,0.0,70.0,30.23,10.0,0.0,7.0,800,clear,cloudy,-0.8660254037844386,0.5000000000000001,0,SDF,2024-01-01
27.0,36.0,0.0,70.0,30.24,10.0,0.0,9.0,800,clear,cloudy,-0.8660254037844386,0.5000000000000001,0,SDF,2024-01-01
28.0,36.0,0.0,73.0,30.27,10.0,0.0,8.0,900,clear,cloudy,-0.8660254037844386,0.5000000000000001,0,SDF,2024-01-01
28.0,36.0,0.0,73.0,30.27,9.94,0.0,8.0,1000,clear,other,-0.8660254037844386,0.5000000000000001,0,SDF,2024-01-01
28.0,37.0,0.0,70.0,30.3,10.0,0.0,10.0,1000,clear,cloudy,-0.8660254037844386,0.5000000000000001,0,SDF,2024-01-01
28.0,37.0,0.0,70.0,30.3,10.0,0.0,9.0,1100,clear,cloudy,-0.8660254037844386,0.5000000000000001,0,SDF,2024-01-01
28.0,37.0,0.0,70.0,30.3,10.0,0.0,10.0,1100,clear,cloudy,-0.7660444431189781,0.6427876096865393,0,SDF,2024-01-01
28.0,38.0,0.0,68.0,30.29,10.0,0.0,10.0,1200,clear,cloudy,-0.7660444431189781,0.6427876096865393,0,SDF,2024-01-01
28.0,38.0,0.0,68.0,30.29,9.94,0.0,10.0,1300,clear,other,-0.7660444431189781,0.6427876096865393,0,SDF,2024-01-01
29.0,38.0,0.0,70.0,30.28,10.0,0.0,8.0,1300,clear,cloudy,-0.8660254037844386,0.5000000000000001,0,SDF,2024-01-01
29.0,39.0,0.0,67.0,30.29,10.0,0.0,8.0,1400,clear,cloudy,-0.9848077530122081,0.17364817766692997,0,SDF,2024-01-01
29.0,39.0,0.0,67.0,30.3,10.0,0.0,8.0,1500,clear,cloudy,-0.8660254037844386,0.5000000000000001,0,SDF,2024-01-01
29.0,39.0,0.0,67.0,30.3,9.94,0.0,8.0,1600,clear,other,-0.8660254037844386,0.5000000000000001,0,SDF,2024-01-01
29.0,39.0,0.0,67.0,30.32,10.0,0.0,9.0,1600,clear,cloudy,-0.3420201433256686,0.9396926207859084,0,SDF,2024-01-01
29.0,39.0,0.0,67.0,30.32,10.0,0.0,5.0,1700,clear,cloudy,-0.7660444431189781,0.6427876096865393,0,SDF,2024-01-01
28.0,39.0,0.0,65.0,30.33,10.0,0.0,6.0,1700,clear,cloudy,-0.7660444431189781,0.6427876096865393,0,SDF,2024-01-01
29.0,39.0,0.0,67.0,30.34,10.0,0.0,6.0,1800,clear,cloudy,-0.9396926207859083,0.342020143325669,0,SDF,2024-01-01
29.0,39.0,0.0,67.0,30.34,9.94,0.0,6.0,1900,clear,other,-0.9396926207859083,0.342020143325669,0,SDF,2024-01-01
29.0,38.0,0.0,70.0,30.35,10.0,0.0,6.0,1900,clear,cloudy,-0.7660444431189781,0.6427876096865393,0,SDF,2024-01-01
29.0,38.0,0.0,70.0,30.35,10.0,0.0,8.0,2000,clear,cloudy,-0.9848077530122081,0.17364817766692997,0,SDF,2024-01-01
29.0,37.0,0.0,73.0,30.35,10.0,0.0,8.0,2100,clear,cloudy,-1.0,-1.8369701987210297e-16,0,SDF,2024-01-01
29.0,37.0,0.0,73.0,30.35,9.94,0.0,8.0,2200,clear,other,-1.0,-1.8369701987210297e-16,0,SDF,2024-01-01
29.0,37.0,0.0,73.0,30.35,10.0,0.0,7.0,2200,clear,cloudy,-0.9396926207859083,0.342020143325669,0,SDF,2024-01-01
29.0,37.0,0.0,73.0,30.36,10.0,0.0,7.0,2300,clear,cloudy,-1.0,-1.8369701987210297e-16,0,SDF,2024-01-01
29.0,37.0,0.0,73.0,30.36,10.0,0.0,7.0,2300,clear,clear,-1.0,-1.8369701987210297e-16,0,SDF,2024-01-01
29.0,37.0,0.0,73.0,30.35,10.0,0.0,3.0,0,clear,cloudy,-0.8660254037844385,-0.5000000000000004,0,SDF,2024-01-02
29.0,37.0,0.0,73.0,30.35,9.94,0.0,3.0,100,clear,other,-0.8660254037844385,-0.5000000000000004,0,SDF,2024-01-02
29.0,37.0,0.0,73.0,30.35,10.0,0.0,5.0,100,clear,cloudy,-0.6427876096865393,-0.766044443118978,0,SDF,2024-01-02
29.0,36.0,0.0,76.0,30.34,10.0,0.0,3.0,100,clear,cloudy,0.0,0.0,1,SDF,2024-01-02
28.0,35.0,0.0,76.0,30.34,10.0,0.0,3.0,200,clear,cloudy,-0.984807753012208,-0.17364817766693033,0,SDF,2024-01-02
28.0,35.0,0.0,76.0,30.35,10.0,0.0,5.0,200,clear,cloudy,-1.0,-1.8369701987210297e-16,0,SDF,2024-01-02
29.0,36.0,0.0,76.0,30.34,10.0,0.0,8.0,300,clear,cloudy,-1.0,-1.8369701987210297e-16,0,SDF,2024-01-02
29.0,36.0,0.0,76.0,30.34,9.94,0.0,8.0,400,clear,other,-1.0,-1.8369701987210297e-16,0,SDF,2024-01-02
29.0,36.0,0.0,76.0,30.34,10.0,0.0,7.0,400,clear,cloudy,-1.0,-1.8369701987210297e-16,0,SDF,2024-01-02
28.0,36.0,0.0,73.0,30.35,10.0,0.0,7.0,500,clear,cloudy,-1.0,-1.8369701987210297e-16,0,SDF,2024-01-02
25.0,36.0,0.0,64.0,30.36,10.0,0.0,8.0,600,clear,cloudy,-0.9848077530122081,0.17364817766692997,0,SDF,2024-01-02
25.0,36.0,0.0,64.0,30.36,9.94,0.0,8.0,700,clear,other,-0.9848077530122081,0.17364817766692997,0,SDF,2024-01-02
25.0,36.0,0.0,64.0,30.36,10.0,0.0,8.0,700,clear,cloudy,-0.9396926207859084,-0.34202014332566855,0,SDF,2024-01-02
25.0,36.0,0.0,64.0,30.35,10.0,0.0,6.0,800,clear,cloudy,-0.9396926207859084,-0.34202014332566855,0,SDF,2024-01-02
25.0,36.0,0.0,64.0,30.35,10.0,0.0,7.0,900,clear,cloudy,-0.7660444431189779,-0.6427876096865395,0,SDF,2024-01-02
25.0,36.0,0.0,64.0,30.35,9.94,0.0,7.0,1000,clear,other,-0.7660444431189779,-0.6427876096865395,0,SDF,2024-01-02
25.0,37.0,0.0,62.0,30.36,10.0,0.0,10.0,1000,clear,cloudy,-0.8660254037844385,-0.5000000000000004,0,SDF,2024-01-02
26.0,38.0,0.0,62.0,30.33,10.0,0.0,11.0,1100,clear,cloudy,-0.9396926207859084,-0.34202014332566855,0,SDF,2024-01-02
27.0,38.0,0.0,65.0,30.3,10.0,0.0,10.0,1200,clear,cloudy,-1.0,-1.8369701987210297e-16,0,SDF,2024-01-02
27.0,38.0,0.0,65.0,30.3,9.94,0.0,10.0,1300,clear,other,-1.0,-1.8369701987210297e-16,0,SDF,2024-01-02
26.0,38.0,0.0,62.0,30.28,10.0,0.0,6.0,1300,clear,cloudy,-0.7660444431189779,-0.6427876096865395,0,SDF,2024-01-02
26.0,39.0,0.0,60.0,30.26,10.0,0.0,9.0,1400,clear,cloudy,-0.6427876096865393,-0.766044443118978,0,SDF,2024-01-02
26.0,38.0,0.0,62.0,30.25,10.0,0.0,8.0,1500,clear,cloudy,-0.8660254037844385,-0.5000000000000004,0,SDF,2024-01-02
26.0,38.0,0.0,62.0,30.25,9.94,0.0,8.0,1600,clear,other,-0.8660254037844385,-0.5000000000000004,0,SDF,2024-01-02
26.0,38.0,0.0,62.0,30.23,10.0,0.0,8.0,1600,clear,cloudy,-0.6427876096865393,-0.766044443118978,0,SDF,2024-01-02
26.0,38.0,0.0,62.0,30.23,10.0,0.0,8.0,1700,clear,cloudy,-0.5000000000000001,-0.8660254037844386,0,SDF,2024-01-02
26.0,37.0,0.0,65.0,30.23,10.0,0.0,8.0,1700,clear,cloudy,-0.8660254037844385,-0.5000000000000004,0,SDF,2024-01-02
26.0,37.0,0.0,65.0,30.24,10.0,0.0,9.0,1700,clear,cloudy,-0.9396926207859084,-0.34202014332566855,0,SDF,2024-01-02
25.0,37.0,0.0,62.0,30.24,10.0,0.0,6.0,1800,clear,cloudy,-0.6427876096865393,-0.766044443118978,0,SDF,2024-01-02
25.0,37.0,0.0,62.0,30.24,9.94,0.0,6.0,1900,clear,other,-0.6427876096865393,-0.766044443118978,0,SDF,2024-01-02
25.0,36.0,0.0,64.0,30.24,10.0,0.0,5.0,1900,clear,cloudy,-0.34202014332566866,-0.9396926207859084,0,SDF,2024-01-02
25.0,36.0,0.0,64.0,30.23,10.0,0.0,3.0,1900,clear,cloudy,-0.5000000000000001,-0.8660254037844386,0,SDF,2024-01-02
25.0,35.0,0.0,67.0,30.22,10.0,0.0,0.0,2000,clear,cloudy,0.0,0.0,0,SDF,2024-01-02
25.0,34.0,0.0,70.0,30.21,10.0,0.0,5.0,2100,clear,cloudy,1.2246467991473532e-16,-1.0,0,SDF,2024-01-02
25.0,34.0,0.0,70.0,30.21,9.94,0.0,5.0,2200,clear,clear,1.2246467991473532e-16,-1.0,0,SDF,2024-01-02
25.0,34.0,0.0,70.0,30.19,10.0,0.0,5.0,2200,clear,cloudy,0.17364817766693028,-0.984807753012208,0,SDF,2024-01-02
25.0,34.0,0.0,70.0,30.18,10.0,0.0,6.0,2300,clear,cloudy,0.17364817766693028,-0.984807753012208,0,SDF,2024-01-02
24.95,34.0,0.0,70.45,30.18,10.0,0.0,6.0,2300,clear,clear,0.17364817766693028,-0.984807753012208,0,SDF,2024-01-02
24.0,30.0,0.0,79.0,30.17,10.0,0.0,3.0,0,clear,cloudy,0.9396926207859084,-0.3420201433256687,0,SDF,2024-01-03
24.0,30.0,0.0,79.0,30.17,9.94,0.0,3.0,100,clear,clear,0.9396926207859084,-0.3420201433256687,0,SDF,2024-01-03
24.0,30.0,0.0,79.0,30.17,10.0,0.0,0.0,100,clear,partly_cloudy,0.0,0.0,0,SDF,2024-01-03
24.0,29.0,0.0,82.0,30.18,10.0,0.0,0.0,200,clear,partly_cloudy,0.0,0.0,0,SDF,2024-01-03
23.0,28.0,0.0,81.0,30.16,10.0,0.0,6.0,300,clear,partly_cloudy,0.8660254037844387,-0.4999999999999998,0,SDF,2024-01-03
23.0,28.0,0.0,81.0,30.16,9.94,0.0,6.0,400,clear,clear,0.8660254037844387,-0.4999999999999998,0,SDF,2024-01-03
24.0,31.0,0.0,76.0,30.15,10.0,0.0,0.0,400,clear,partly_cloudy,0.0,0.0,0,SDF,2024-01-03
23.0,27.0,0.0,85.0,30.14,10.0,0.0,3.0,500,clear,partly_cloudy,0.9396926207859084,-0.3420201433256687,0,SDF,2024-01-03
23.0,27.0,0.0,85.0,30.13,10.0,0.0,5.0,600,clear,partly_cloudy,0.766044443118978,-0.6427876096865394,0,SDF,2024-01-03
23.0,27.0,0.0,85.0,30.13,9.94,0.0,5.0,700,clear,clear,0.766044443118978,-0.6427876096865394,0,SDF,2024-01-03
21.0,26.0,0.0,81.0,30.15,10.0,0.0,0.0,700,clear,partly_cloudy,0.0,0.0,0,SDF,2024-01-03
24.0,29.0,0.0,82.0,30.15,10.0,0.0,3.0,800,clear,cloudy,0.3420201433256689,-0.9396926207859083,0,SDF,2024-01-03
27.0,32.0,0.0,82.0,30.15,10.0,0.0,0.0,900,clear,cloudy,0.0,0.0,0,SDF,2024-01-03
27.0,32.0,0.0,82.0,30.15,9.94,0.0,0.0,1000,clear,clear,0.0,0.0,0,SDF,2024-01-03
27.0,35.0,0.0,72.0,30.14,8.0,0.0,7.0,1000,clear,cloudy,-0.34202014332566866,-0.9396926207859084,0,SDF,2024-01-03
28.0,38.0,0.0,68.0,30.12,10.0,0.0,9.0,1100,clear,cloudy,-0.5000000000000001,-0.8660254037844386,0,SDF,2024-01-03
27.0,40.0,0.0,60.0,30.08,10.0,0.0,10.0,1200,clear,cloudy,-0.6427876096865393,-0.766044443118978,0,SDF,2024-01-03
27.0,40.0,0.0,60.0,30.08,9.94,0.0,10.0,1300,clear,other,-0.6427876096865393,-0.766044443118978,0,SDF,2024-01-03
28.0,44.0,0.0,53.0,30.06,10.0,0.0,8.0,1300,clear,cloudy,-0.984807753012208,-0.17364817766693033,0,SDF,2024-01-03
28.0,44.0,0.0,53.0,30.04,10.0,0.0,9.0,1400,clear,cloudy,-0.8660254037844385,-0.5000000000000004,0,SDF,2024-01-03
28.0,46.0,0.0,50.0,30.03,10.0,0.0,9.0,1500,clear,cloudy,-0.9396926207859084,-0.34202014332566855,0,SDF,2024-01-03
28.0,46.0,0.0,50.0,30.03,9.94,0.0,9.0,1600,clear,other,-0.9396926207859084,-0.34202014332566855,0,SDF,2024-01-03
29.0,44.0,0.0,55.0,30.03,10.0,0.0,8.0,1600,clear,cloudy,-0.9396926207859084,-0.34202014332566855,0,SDF,2024-01-03
29.0,43.0,0.0,58.0,30.04,10.0,0.0,5.0,1700,clear,cloudy,-0.6427876096865393,-0.766044443118978,0,SDF,2024-01-03
29.0,42.0,0.0,60.0,30.06,10.0,0.0,7.0,1800,clear,cloudy,-0.5000000000000001,-0.8660254037844386,0,SDF,2024-01-03
29.0,42.0,0.0,60.0,30.06,9.94,0.0,7.0,1900,clear,other,-0.5000000000000001,-0.8660254037844386,0,SDF,2024-01-03
29.0,43.0,0.0,58.0,30.08,10.0,0.0,7.0,1900,clear,cloudy,-0.8660254037844386,0.5000000000000001,0,SDF,2024-01-03
29.0,41.0,0.0,62.0,30.11,10.0,0.0,15.0,2000,clear,cloudy,-0.6427876096865396,0.7660444431189778,0,SDF,2024-01-03
29.0,41.0,0.0,62.0,30.11,10.0,0.0,11.0,2100,clear,cloudy,-0.6427876096865396,0.7660444431189778,0,SDF,2024-01-03
29.0,40.0,0.0,65.0,30.12,10.0,0.0,11.0,2100,clear,cloudy,-0.7660444431189781,0.6427876096865393,0,SDF,2024-01-03
29.0,40.0,0.0,65.0,30.12,9.94,0.0,11.0,2200,clear,other,-0.7660444431189781,0.6427876096865393,0,SDF,2024-01-03
29.0,38.0,0.0,70.0,30.12,10.0,20.0,15.0,2200,clear,cloudy,-0.5000000000000004,0.8660254037844384,0,SDF,2024-01-03
29.0,38.0,0.0,70.0,30.15,10.0,0.0,14.0,2200,clear,cloudy,-0.6427876096865396,0.7660444431189778,0,SDF,2024-01-03
27.0,37.0,0.0,67.0,30.16,10.0,0.0,10.0,2300,clear,cloudy,-0.5000000000000004,0.8660254037844384,0,SDF,2024-01-03
26.95,37.0,0.0,67.0,30.16,10.0,0.0,10.0,2300,clear,clear,-0.5000000000000004,0.8660254037844384,0,SDF,2024-01-03
26.0,36.0,0.0,67.0,30.16,10.0,0.0,16.0,0,clear,cloudy,-2.4492935982947064e-16,1.0,0,SDF,2024-01-04
26.0,36.0,0.0,67.0,30.16,9.94,0.0,16.0,100,clear,other,-2.4492935982947064e-16,1.0,0,SDF,2024-01-04
25.0,35.0,0.0,67.0,30.18,10.0,0.0,11.0,100,clear,cloudy,-2.4492935982947064e-16,1.0,0,SDF,2024-01-04
24.0,35.0,0.0,64.0,30.2,10.0,0.0,10.0,200,clear,cloudy,0.17364817766693033,0.984807753012208,0,SDF,2024-01-04
24.0,35.0,0.0,64.0,30.2,10.0,0.0,5.0,300,clear,cloudy,-0.3420201433256686,0.9396926207859084,0,SDF,2024-01-04
24.0,35.0,0.0,64.0,30.2,9.94,0.0,5.0,400,clear,other,-0.3420201433256686,0.9396926207859084,0,SDF,2024-01-04
24.0,34.0,0.0,67.0,30.2,10.0,0.0,6.0,400,clear,cloudy,-0.1736481776669304,0.984807753012208,0,SDF,2024-01-04
25.0,35.0,0.0,67.0,30.22,10.0,0.0,6.0,400,clear,cloudy,-0.7660444431189781,0.6427876096865393,0,SDF,2024-01-04
24.0,34.0,0.0,67.0,30.24,10.0,0.0,7.0,500,clear,cloudy,-0.7660444431189781,0.6427876096865393,0,SDF,2024-01-04
24.0,34.0,0.0,67.0,30.26,10.0,0.0,5.0,600,clear,cloudy,-0.8660254037844386,0.5000000000000001,0,SDF,2024-01-04
24.0,34.0,0.0,67.0,30.26,9.94,0.0,5.0,700,clear,other,-0.8660254037844386,0.5000000000000001,0,SDF,2024-01-04
25.0,34.0,0.0,70.0,30.28,10.0,0.0,7.0,700,clear,cloudy,-0.6427876096865396,0.7660444431189778,0,SDF,2024-01-04
25.0,35.0,0.0,67.0,30.3,10.0,0.0,6.0,800,clear,cloudy,-0.8660254037844386,0.5000000000000001,0,SDF,2024-01-04
26.0,37.0,0.0,65.0,30.32,10.0,0.0,7.0,900,clear,cloudy,-0.6427876096865396,0.7660444431189778,0,SDF,2024-01-04
26.0,37.0,0.0,65.0,30.32,9.94,0.0,7.0,1000,clear,other,-0.6427876096865396,0.7660444431189778,0,SDF,2024-01-04
26.0,39.0,0.0,60.0,30.34,10.0,0.0,9.0,1000,clear,cloudy,0.3420201433256687,0.9396926207859084,0,SDF,2024-01-04
21.0,39.0,0.0,48.0,30.33,10.0,0.0,13.0,1100,clear,cloudy,-2.4492935982947064e-16,1.0,0,SDF,2024-01-04
23.0,41.0,0.0,49.0,30.32,10.0,0.0,7.0,1200,clear,cloudy,-2.4492935982947064e-16,1.0,0,SDF,2024-01-04
23.0,41.0,0.0,49.0,30.32,9.94,0.0,7.0,1300,clear,other,-2.4492935982947064e-16,1.0,0,SDF,2024-01-04
22.0,41.0,0.0,47.0,30.31,10.0,0.0,7.0,1300,clear,cloudy,-2.4492935982947064e-16,1.0,0,SDF,2024-01-04
22.0,40.0,0.0,49.0,30.31,10.0,0.0,9.0,1400,clear,cloudy,-0.3420201433256686,0.9396926207859084,0,SDF,2024-01-04
22.0,39.0,0.0,50.0,30.33,10.0,0.0,6.0,1500,clear,partly_cloudy,-0.5000000000000004,0.8660254037844384,0,SDF,2024-01-04
22.0,39.0,0.0,50.0,30.33,9.94,0.0,6.0,1600,clear,other,-0.5000000000000004,0.8660254037844384,0,SDF,2024-01-04
22.0,39.0,0.0,50.0,30.34,10.0,0.0,7.0,1600,clear,partly_cloudy,0.17364817766693033,0.984807753012208,0,SDF,2024-01-04
22.0,36.0,0.0,57.0,30.35,10.0,0.0,8.0,1700,clear,partly_cloudy,0.17364817766693033,0.984807753012208,0,SDF,2024-01-04
21.0,34.0,0.0,59.0,30.35,10.0,0.0,6.0,1800,clear,clear,0.17364817766693033,0.984807753012208,0,SDF,2024-01-04
21.0,34.0,0.0,59.0,30.35,9.94,0.0,6.0,1900,clear,clear,0.17364817766693033,0.984807753012208,0,SDF,2024-01-04
21.0,34.0,0.0,59.0,30.35,10.0,0.0,6.0,1900,clear,clear,0.49999999999999994,0.8660254037844387,0,SDF,2024-01-04
21.0,32.0,0.0,64.0,30.35,10.0,0.0,0.0,2000,clear,clear,0.0,0.0,0,SDF,2024-01-04
21.0,31.0,0.0,67.0,30.34,10.0,0.0,0.0,2100,clear,clear,0.0,0.0,0,SDF,2024-01-04
21.0,31.0,0.0,67.0,30.34,9.94,0.0,0.0,2200,clear,clear,0.0,0.0,0,SDF,2024-01-04
20.0,29.0,0.0,69.0,30.33,10.0,0.0,0.0,2200,clear,clear,0.0,0.0,0,SDF,2024-01-04
20.0,29.0,0.0,69.0,30.33,10.0,0.0,0.0,2300,clear,partly_cloudy,0.0,0.0,0,SDF,2024-01-04
20.0,29.0,0.0,69.15,30.33,10.0,0.0,0.0,2300,clear,clear,0.0,0.0,0,SDF,2024-01-04
20.0,28.0,0.0,72.0,30.32,10.0,0.0,3.0,0,clear,partly_cloudy,-0.1736481776669304,0.984807753012208,0,SDF,2024-01-05
20.0,28.0,0.0,72.0,30.32,9.94,0.0,3.0,100,clear,clear,-0.1736481776669304,0.984807753012208,0,SDF,2024-01-05
21.0,28.0,0.0,75.0,30.32,10.0,0.0,5.0,100,clear,cloudy,0.17364817766693033,0.984807753012208,0,SDF,2024-01-05
21.0,27.0,0.0,78.0,30.34,10.0,0.0,3.0,200,clear,cloudy,-0.1736481776669304,0.984807753012208,0,SDF,2024-01-05
20.0,26.0,0.0,78.0,30.32,10.0,0.0,3.0,300,clear,cloudy,-2.4492935982947064e-16,1.0,0,SDF,2024-01-05
20.0,26.0,0.0,78.0,30.32,9.94,0.0,3.0,400,clear,clear,-2.4492935982947064e-16,1.0,0,SDF,2024-01-05
19.0,27.0,0.0,72.0,30.32,10.0,0.0,0.0,400,clear,cloudy,0.0,0.0,0,SDF,2024-01-05
19.0,25.0,0.0,78.0,30.32,10.0,0.0,5.0,500,clear,cloudy,0.17364817766693033,0.984807753012208,0,SDF,2024-01-05
19.0,26.0,0.0,75.0,30.32,10.0,0.0,0.0,600,clear,cloudy,0.0,0.0,0,SDF,2024-01-05
19.0,26.0,0.0,75.0,30.32,9.94,0.0,0.0,700,clear,clear,0.0,0.0,0,SDF,2024-01-05
19.0,25.0,0.0,78.0,30.32,10.0,0.0,0.0,700,clear,cloudy,0.0,0.0,0,SDF,2024-01-05
20.0,27.0,0.0,75.0,30.3,10.0,0.0,5.0,800,clear,cloudy,0.984807753012208,-0.1736481776669303,0,SDF,2024-01-05
22.0,30.0,0.0,72.0,30.3,10.0,0.0,5.0,900,clear,clear,0.766044443118978,-0.6427876096865394,0,SDF,2024-01-05
22.0,30.0,0.0,72.0,30.3,9.94,0.0,5.0,1000,clear,clear,0.766044443118978,-0.6427876096865394,0,SDF,2024-01-05
23.0,33.0,0.0,66.0,30.3,10.0,0.0,6.0,1000,clear,cloudy,0.8660254037844387,-0.4999999999999998,0,SDF,2024-01-05
23.0,35.0,0.0,61.0,30.27,10.0,0.0,6.0,1000,clear,cloudy,0.8660254037844387,-0.4999999999999998,0,SDF,2024-01-05
23.0,39.0,0.0,53.0,30.22,10.0,0.0,3.0,1100,clear,cloudy,0.8660254037844387,-0.4999999999999998,0,SDF,2024-01-05
23.0,42.0,0.0,47.0,30.18,10.0,0.0,7.0,1200,clear,cloudy,0.8660254037844387,-0.4999999999999998,0,SDF,2024-01-05
23.0,42.0,0.0,47.0,30.18,9.94,0.0,7.0,1300,clear,other,0.8660254037844387,-0.4999999999999998,0,SDF,2024-01-05
24.0,43.0,0.0,47.0,30.16,10.0,0.0,6.0,1300,clear,cloudy,1.0,6.123233995736766e-17,0,SDF,2024-01-05
25.0,45.0,0.0,46.0,30.14,10.0,0.0,3.0,1400,clear,cloudy,0.0,0.0,1,SDF,2024-01-05
26.0,45.0,0.0,48.0,30.14,10.0,0.0,0.0,1500,clear,cloudy,0.0,0.0,0,SDF,2024-01-05
26.0,45.0,0.0,48.0,30.14,9.94,0.0,0.0,1600,clear,clear,0.0,0.0,0,SDF,2024-01-05
26.0,45.0,0.0,48.0,30.12,10.0,0.0,6.0,1600,clear,cloudy,0.9396926207859084,-0.3420201433256687,0,SDF,2024-01-05
26.0,43.0,0.0,51.0,30.1,10.0,0.0,6.0,1700,clear,cloudy,0.9396926207859084,-0.3420201433256687,0,SDF,2024-01-05
26.0,43.0,0.0,51.0,30.08,10.0,0.0,6.0,1800,clear,cloudy,0.984807753012208,-0.1736481776669303,0,SDF,2024-01-05
26.0,43.0,0.0,51.0,30.08,9.94,0.0,6.0,1900,clear,clear,0.984807753012208,-0.1736481776669303,0,SDF,2024-01-05
25.0,43.0,0.0,49.0,30.04,10.0,0.0,7.0,1900,clear,cloudy,0.9396926207859084,-0.3420201433256687,0,SDF,2024-01-05
25.0,42.0,0.0,51.0,30.05,10.0,0.0,6.0,2000,clear,cloudy,0.8660254037844387,-0.4999999999999998,0,SDF,2024-01-05
25.0,42.0,0.0,51.0,30.03,10.0,0.0,7.0,2100,clear,cloudy,0.766044443118978,-0.6427876096865394,0,SDF,2024-01-05
25.0,42.0,0.0,51.0,30.03,9.94,0.0,7.0,2200,clear,clear,0.766044443118978,-0.6427876096865394,0,SDF,2024-01-05
25.0,42.0,0.0,51.0,29.99,10.0,0.0,5.0,2200,clear,cloudy,0.8660254037844386,0.5000000000000001,0,SDF,2024-01-05
25.0,41.0,0.0,53.0,29.96,10.0,0.0,6.0,2300,clear,cloudy,0.9396926207859083,0.3420201433256688,0,SDF,2024-01-05
24.95,41.0,0.0,52.9,29.96,10.0,0.0,6.0,2300,clear,clear,0.9396926207859083,0.3420201433256688,0,SDF,2024-01-05
24.0,41.0,0.0,51.0,29.92,10.0,0.0,6.0,0,clear,cloudy,0.9396926207859083,0.3420201433256688,0,SDF,2024-01-06
24.0,41.0,0.0,51.0,29.92,9.94,0.0,6.0,100,clear,other,0.9396926207859083,0.3420201433256688,0,SDF,2024-01-06
27.0,39.0,0.01,62.0,29.9,9.0,0.0,5.0,100,rain,cloudy,0.6427876096865393,0.766044443118978,0,SDF,2024-01-06
30.0,39.0,0.01,70.0,29.87,9.0,0.0,6.0,200,rain,cloudy,0.6427876096865393,0.766044443118978,0,SDF,2024-01-06
31.0,37.0,0.05,79.0,29.87,6.0,0.0,8.0,300,rain,cloudy,0.766044443118978,0.6427876096865394,0,SDF,2024-01-06
31.0,37.0,0.05,79.0,29.82,7.0,0.0,7.0,300,rain,cloudy,0.8660254037844386,0.5000000000000001,0,SDF,2024-01-06
31.0,37.0,0.0,79.0,29.82,6.84,0.0,7.0,400,rain,other,0.8660254037844386,0.5000000000000001,0,SDF,2024-01-06
