HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlyVisibility,HourlyWindGustSpeed,HourlyWindSpeed,time,HourlyWeatherType,HourlySkyCondit,wind_dir_sin,wind_dir_cos,wind_dir_vrb,airport,date
49.05,58.0,0.0,72.0,29.97,10.0,0.0,6.0,2300,clear,clear,-0.9848077530122081,0.17364817766692997,0,SDF,2024-06-10
50.0,59.0,0.0,72.0,29.96,10.0,0.0,0.0,0,clear,clear,0.0,0.0,0,SDF,2024-06-11
50.0,59.0,0.0,72.0,29.96,9.94,0.0,0.0,100,clear,clear,0.0,0.0,0,SDF,2024-06-11
49.0,56.0,0.0,77.0,29.98,10.0,0.0,5.0,100,clear,clear,-0.9396926207859083,0.342020143325669,0,SDF,2024-06-11
50.0,57.0,0.0,78.0,29.98,10.0,0.0,0.0,200,clear,clear,0.0,0.0,0,SDF,2024-06-11
49.0,56.0,0.0,77.0,29.98,10.0,0.0,3.0,300,clear,clear,-0.9396926207859083,0.342020143325669,0,SDF,2024-06-11
49.0,56.0,0.0,77.0,29.98,9.94,0.0,3.0,400,clear,clear,-0.9396926207859083,0.342020143325669,0,SDF,2024-06-11
49.0,56.0,0.0,77.0,30.0,10.0,0.0,0.0,400,clear,clear,0.0,0.0,0,SDF,2024-06-11
49.0,55.0,0.0,80.0,30.01,10.0,0.0,0.0,500,clear,clear,0.0,0.0,0,SDF,2024-06-11
51.0,58.0,0.0,78.0,30.03,10.0,0.0,0.0,600,clear,clear,0.0,0.0,0,SDF,2024-06-11
51.0,58.0,0.0,78.0,30.03,9.94,0.0,0.0,700,clear,clear,0.0,0.0,0,SDF,2024-06-11
48.0,63.0,0.0,58.0,30.03,10.0,0.0,3.0,700,clear,clear,0.0,0.0,1,SDF,2024-06-11
49.0,65.0,0.0,56.0,30.02,10.0,0.0,0.0,800,clear,partly_cloudy,0.0,0.0,0,SDF,2024-06-11
50.0,70.0,0.0,49.0,30.02,10.0,0.0,0.0,900,clear,partly_cloudy,0.0,0.0,0,SDF,2024-06-11
50.0,70.0,0.0,49.0,30.02,9.94,0.0,0.0,1000,clear,clear,0.0,0.0,0,SDF,2024-06-11
47.0,71.0,0.0,42.0,30.01,10.0,0.0,3.0,1000,clear,partly_cloudy,0.0,0.0,1,SDF,2024-06-11
44.0,73.0,0.0,35.0,30.01,10.0,0.0,0.0,1100,clear,partly_cloudy,0.0,0.0,0,SDF,2024-06-11
43.0,74.0,0.0,33.0,30.0,10.0,0.0,0.0,1200,clear,partly_cloudy,0.0,0.0,0,SDF,2024-06-11
43.0,74.0,0.0,33.0,30.0,9.94,0.0,0.0,1300,clear,other,0.0,0.0,0,SDF,2024-06-11
45.0,77.0,0.0,32.0,29.99,10.0,0.0,0.0,1300,clear,partly_cloudy,0.0,0.0,0,SDF,2024-06-11
42.0,77.0,0.0,29.0,29.96,10.0,0.0,6.0,1400,clear,partly_cloudy,-0.7660444431189779,-0.6427876096865395,0,SDF,2024-06-11
42.0,78.0,0.0,28.0,29.96,10.0,0.0,0.0,1500,clear,partly_cloudy,0.0,0.0,0,SDF,2024-06-11
42.0,78.0,0.0,28.0,29.96,9.94,0.0,0.0,1600,clear,clear,0.0,0.0,0,SDF,2024-06-11
43.0,80.0,0.0,27.0,29.94,10.0,0.0,5.0,1600,clear,partly_cloudy,-0.8660254037844386,0.5000000000000001,0,SDF,2024-06-11
43.0,78.0,0.0,29.0,29.94,10.0,0.0,5.0,1700,clear,partly_cloudy,-0.7660444431189779,-0.6427876096865395,0,SDF,2024-06-11
42.0,76.0,0.0,30.0,29.96,10.0,0.0,7.0,1800,clear,partly_cloudy,-0.984807753012208,-0.17364817766693033,0,SDF,2024-06-11
42.0,76.0,0.0,30.0,29.96,9.94,0.0,7.0,1900,clear,clear,-0.984807753012208,-0.17364817766693033,0,SDF,2024-06-11
38.0,74.0,0.0,27.0,29.97,10.0,0.0,7.0,1900,clear,partly_cloudy,-0.7660444431189781,0.6427876096865393,0,SDF,2024-06-11
41.0,70.0,0.0,35.0,29.97,10.0,0.0,5.0,2000,clear,partly_cloudy,-0.8660254037844386,0.5000000000000001,0,SDF,2024-06-11
41.0,70.0,0.0,35.0,29.99,10.0,0.0,3.0,2100,clear,partly_cloudy,0.766044443118978,-0.6427876096865394,0,SDF,2024-06-11
41.0,70.0,0.0,35.0,29.99,9.94,0.0,3.0,2200,clear,clear,0.766044443118978,-0.6427876096865394,0,SDF,2024-06-11
46.0,67.0,0.0,47.0,30.0,10.0,0.0,5.0,2200,clear,cloudy,-1.0,-1.8369701987210297e-16,0,SDF,2024-06-11
47.0,63.0,0.0,56.0,30.0,10.0,0.0,3.0,2300,clear,cloudy,0.6427876096865395,-0.7660444431189779,0,SDF,2024-06-11
46.9,63.0,0.0,55.9,30.0,10.0,0.0,3.0,2300,clear,clear,0.6427876096865395,-0.7660444431189779,0,SDF,2024-06-11
45.0,62.0,0.0,54.0,29.99,10.0,0.0,0.0,0,clear,cloudy,0.0,0.0,0,SDF,2024-06-12
45.0,62.0,0.0,54.0,29.99,9.94,0.0,0.0,100,clear,clear,0.0,0.0,0,SDF,2024-06-12
47.0,62.0,0.0,58.0,29.99,10.0,0.0,0.0,100,clear,cloudy,0.0,0.0,0,SDF,2024-06-12
48.0,59.0,0.0,67.0,29.99,10.0,0.0,0.0,200,clear,cloudy,0.0,0.0,0,SDF,2024-06-12
49.0,59.0,0.0,69.0,30.01,10.0,0.0,0.0,300,clear,cloudy,0.0,0.0,0,SDF,2024-06-12
49.0,59.0,0.0,69.0,30.01,9.94,0.0,0.0,400,clear,clear,0.0,0.0,0,SDF,2024-06-12
48.0,58.0,0.0,70.0,30.02,10.0,0.0,0.0,400,clear,cloudy,0.0,0.0,0,SDF,2024-06-12
49.0,57.0,0.0,74.0,30.03,10.0,0.0,3.0,500,clear,cloudy,0.8660254037844387,-0.4999999999999998,0,SDF,2024-06-12
50.0,61.0,0.0,67.0,30.04,10.0,0.0,0.0,600,clear,cloudy,0.0,0.0,0,SDF,2024-06-12
50.0,61.0,0.0,67.0,30.04,9.94,0.0,0.0,700,clear,clear,0.0,0.0,0,SDF,2024-06-12
52.0,65.0,0.0,63.0,30.05,10.0,0.0,3.0,700,clear,cloudy,0.3420201433256689,-0.9396926207859083,0,SDF,2024-06-12
52.0,70.0,0.0,53.0,30.06,10.0,0.0,3.0,800,clear,partly_cloudy,0.0,0.0,1,SDF,2024-06-12
50.0,75.0,0.0,41.0,30.05,10.0,0.0,0.0,900,clear,partly_cloudy,0.0,0.0,0,SDF,2024-06-12
50.0,75.0,0.0,41.0,30.05,9.94,0.0,0.0,1000,clear,clear,0.0,0.0,0,SDF,2024-06-12
43.0,79.0,0.0,28.0,30.04,10.0,0.0,3.0,1000,clear,partly_cloudy,0.9396926207859083,0.3420201433256688,0,SDF,2024-06-12
44.0,79.0,0.0,29.0,30.03,10.0,0.0,5.0,1100,clear,partly_cloudy,-1.0,-1.8369701987210297e-16,0,SDF,2024-06-12
46.0,81.0,0.0,29.0,30.01,10.0,0.0,5.0,1200,clear,clear,0.9396926207859084,-0.3420201433256687,0,SDF,2024-06-12
46.0,81.0,0.0,29.0,30.01,9.94,0.0,5.0,1300,clear,clear,0.9396926207859084,-0.3420201433256687,0,SDF,2024-06-12
45.0,82.0,0.0,27.0,30.01,10.0,0.0,0.0,1300,clear,partly_cloudy,0.0,0.0,0,SDF,2024-06-12
48.0,83.0,0.0,30.0,30.0,10.0,0.0,3.0,1300,clear,partly_cloudy,0.0,0.0,1,SDF,2024-06-12
48.0,85.0,0.0,28.0,29.98,10.0,0.0,0.0,1400,clear,partly_cloudy,0.0,0.0,0,SDF,2024-06-12
48.0,86.0,0.0,27.0,29.97,10.0,0.0,3.0,1500,clear,partly_cloudy,0.0,0.0,1,SDF,2024-06-12
48.0,86.0,0.0,27.0,29.97,9.94,0.0,3.0,1600,clear,clear,0.0,0.0,1,SDF,2024-06-12
48.0,84.0,0.0,29.0,29.96,10.0,0.0,8.0,1600,clear,partly_cloudy,-0.34202014332566866,-0.9396926207859084,0,SDF,2024-06-12
48.0,83.0,0.0,30.0,29.96,10.0,0.0,3.0,1700,clear,partly_cloudy,0.0,0.0,1,SDF,2024-06-12
47.0,82.0,0.0,29.0,29.96,10.0,0.0,0.0,1800,clear,partly_cloudy,0.0,0.0,0,SDF,2024-06-12
47.0,82.0,0.0,29.0,29.96,9.94,0.0,0.0,1900,clear,clear,0.0,0.0,0,SDF,2024-06-12
49.0,80.0,0.0,34.0,29.96,10.0,0.0,7.0,1900,clear,partly_cloudy,-0.17364817766693047,-0.984807753012208,0,SDF,2024-06-12
50.0,78.0,0.0,37.0,29.96,10.0,0.0,5.0,2000,clear,partly_cloudy,-0.5000000000000001,-0.8660254037844386,0,SDF,2024-06-12
51.0,75.0,0.0,43.0,29.96,10.0,0.0,5.0,2100,clear,clear,-0.34202014332566866,-0.9396926207859084,0,SDF,2024-06-12
51.0,75.0,0.0,43.0,29.96,9.94,0.0,5.0,2200,clear,clear,-0.34202014332566866,-0.9396926207859084,0,SDF,2024-06-12
51.0,73.0,0.0,46.0,29.96,10.0,0.0,0.0,2200,clear,partly_cloudy,0.0,0.0,0,SDF,2024-06-12
54.0,70.0,0.0,57.0,29.96,10.0,0.0,6.0,2300,clear,clear,0.766044443118978,-0.6427876096865394,0,SDF,2024-06-12
54.05,70.0,0.0,57.3,29.96,10.0,0.0,6.0,2300,clear,clear,0.766044443118978,-0.6427876096865394,0,SDF,2024-06-12
55.0,68.0,0.0,63.0,29.96,10.0,0.0,3.0,0,clear,clear,0.984807753012208,-0.1736481776669303,0,SDF,2024-06-13
55.0,68.0,0.0,63.0,29.96,9.94,0.0,3.0,100,clear,clear,0.984807753012208,-0.1736481776669303,0,SDF,2024-06-13
55.0,66.0,0.0,68.0,29.96,10.0,0.0,3.0,100,clear,clear,0.766044443118978,-0.6427876096865394,0,SDF,2024-06-13
55.0,64.0,0.0,73.0,29.95,10.0,0.0,5.0,200,clear,partly_cloudy,0.8660254037844387,-0.4999999999999998,0,SDF,2024-06-13
54.0,65.0,0.0,68.0,29.96,10.0,0.0,0.0,300,clear,partly_cloudy,0.0,0.0,0,SDF,2024-06-13
54.0,65.0,0.0,68.0,29.96,9.94,0.0,0.0,400,clear,clear,0.0,0.0,0,SDF,2024-06-13
55.0,63.0,0.0,75.0,29.97,10.0,0.0,3.0,400,clear,partly_cloudy,0.8660254037844387,-0.4999999999999998,0,SDF,2024-06-13
55.0,62.0,0.0,78.0,29.98,10.0,0.0,3.0,500,clear,clear,0.9396926207859084,-0.3420201433256687,0,SDF,2024-06-13
55.0,67.0,0.0,66.0,30.0,10.0,0.0,0.0,600,clear,clear,0.0,0.0,0,SDF,2024-06-13
55.0,67.0,0.0,66.0,30.0,9.94,0.0,0.0,700,clear,clear,0.0,0.0,0,SDF,2024-06-13
57.0,70.0,0.0,64.0,30.0,10.0,0.0,0.0,700,clear,clear,0.0,0.0,0,SDF,2024-06-13
57.0,76.0,0.0,52.0,30.0,10.0,0.0,0.0,800,clear,clear,0.0,0.0,0,SDF,2024-06-13
57.0,81.0,0.0,44.0,30.0,10.0,0.0,5.0,900,clear,clear,0.0,0.0,1,SDF,2024-06-13
57.0,81.0,0.0,44.0,30.0,9.94,0.0,5.0,1000,clear,clear,0.0,0.0,1,SDF,2024-06-13
57.0,83.0,0.0,41.0,30.0,10.0,0.0,0.0,1000,clear,clear,0.0,0.0,0,SDF,2024-06-13
57.0,84.0,0.0,40.0,29.98,10.0,0.0,6.0,1100,clear,clear,-0.17364817766693047,-0.984807753012208,0,SDF,2024-06-13
57.0,86.0,0.0,37.0,29.96,9.0,0.0,9.0,1200,clear,partly_cloudy,-0.9396926207859084,-0.34202014332566855,0,SDF,2024-06-13
57.0,86.0,0.0,37.0,29.96,8.7,0.0,9.0,1300,clear,other,-0.9396926207859084,-0.34202014332566855,0,SDF,2024-06-13
56.0,87.0,0.0,35.0,29.95,10.0,0.0,9.0,1300,clear,partly_cloudy,1.2246467991473532e-16,-1.0,0,SDF,2024-06-13
55.0,88.0,0.0,33.0,29.93,10.0,0.0,8.0,1400,clear,partly_cloudy,0.0,0.0,1,SDF,2024-06-13
53.0,89.0,0.0,29.0,29.93,10.0,0.0,13.0,1500,clear,partly_cloudy,-0.6427876096865393,-0.766044443118978,0,SDF,2024-06-13
53.0,89.0,0.0,29.0,29.93,9.94,0.0,13.0,1600,clear,other,-0.6427876096865393,-0.766044443118978,0,SDF,2024-06-13
50.0,89.0,0.0,26.0,29.93,10.0,0.0,10.0,1600,clear,partly_cloudy,1.2246467991473532e-16,-1.0,0,SDF,2024-06-13
48.0,88.0,0.0,25.0,29.91,10.0,0.0,10.0,1700,clear,clear,-0.6427876096865393,-0.766044443118978,0,SDF,2024-06-13
52.0,86.0,0.0,31.0,29.91,10.0,0.0,9.0,1800,clear,partly_cloudy,-0.6427876096865393,-0.766044443118978,0,SDF,2024-06-13
52.0,86.0,0.0,31.0,29.91,9.94,0.0,9.0,1900,clear,clear,-0.6427876096865393,-0.766044443118978,0,SDF,2024-06-13
51.0,84.0,0.0,32.0,29.91,10.0,0.0,7.0,1900,clear,partly_cloudy,-0.8660254037844385,-0.5000000000000004,0,SDF,2024-06-13
54.0,82.0,0.0,38.0,29.92,10.0,0.0,5.0,2000,clear,partly_cloudy,-0.6427876096865393,-0.766044443118978,0,SDF,2024-06-13
56.0,79.0,0.0,45.0,29.92,10.0,0.0,5.0,2100,clear,partly_cloudy,-0.34202014332566866,-0.9396926207859084,0,SDF,2024-06-13
56.0,79.0,0.0,45.0,29.92,9.94,0.0,5.0,2200,clear,clear,-0.34202014332566866,-0.9396926207859084,0,SDF,2024-06-13
56.0,77.0,0.0,48.0,29.94,10.0,0.0,0.0,2200,clear,cloudy,0.0,0.0,0,SDF,2024-06-13
55.0,76.0,0.0,48.0,29.95,10.0,0.0,0.0,2300,clear,cloudy,0.0,0.0,0,SDF,2024-06-13
55.1,76.0,0.0,48.2,29.95,10.0,0.0,0.0,2300,clear,clear,0.0,0.0,0,SDF,2024-06-13
57.0,76.0,0.0,52.0,29.92,10.0,0.0,5.0,0,clear,cloudy,-0.34202014332566866,-0.9396926207859084,0,SDF,2024-06-14
57.0,76.0,0.0,52.0,29.92,9.94,0.0,5.0,100,clear,clear,-0.34202014332566866,-0.9396926207859084,0,SDF,2024-06-14
59.0,73.0,0.0,62.0,29.91,10.0,0.0,0.0,100,clear,partly_cloudy,0.0,0.0,0,SDF,2024-06-14
58.0,75.0,0.0,55.0,29.93,10.0,0.0,9.0,200,clear,cloudy,0.3420201433256687,0.9396926207859084,0,SDF,2024-06-14
57.0,74.0,0.0,56.0,29.93,10.0,0.0,0.0,300,clear,partly_cloudy,0.0,0.0,0,SDF,2024-06-14
57.0,74.0,0.0,56.0,29.93,9.94,0.0,0.0,400,clear,other,0.0,0.0,0,SDF,2024-06-14
59.0,71.0,0.0,66.0,29.94,10.0,0.0,3.0,400,clear,cloudy,-0.7660444431189779,-0.6427876096865395,0,SDF,2024-06-14
59.0,71.0,0.0,66.0,29.95,10.0,0.0,3.0,500,clear,cloudy,-0.34202014332566866,-0.9396926207859084,0,SDF,2024-06-14
61.0,71.0,0.0,71.0,29.94,10.0,0.0,5.0,600,clear,cloudy,0.6427876096865395,-0.7660444431189779,0,SDF,2024-06-14
61.0,71.0,0.0,71.0,29.94,9.94,0.0,5.0,700,clear,clear,0.6427876096865395,-0.7660444431189779,0,SDF,2024-06-14
61.0,75.0,0.0,62.0,29.94,10.0,0.0,3.0,700,clear,clear,1.2246467991473532e-16,-1.0,0,SDF,2024-06-14
61.0,76.0,0.0,60.0,29.94,10.0,0.0,5.0,800,clear,cloudy,1.2246467991473532e-16,-1.0,0,SDF,2024-06-14
61.0,79.0,0.0,54.0,29.93,10.0,0.0,5.0,800,clear,cloudy,0.0,0.0,1,SDF,2024-06-14
62.0,84.0,0.0,48.0,29.92,10.0,0.0,9.0,900,clear,partly_cloudy,-0.7660444431189779,-0.6427876096865395,0,SDF,2024-06-14
62.0,84.0,0.0,48.0,29.92,9.94,0.0,9.0,1000,clear,other,-0.7660444431189779,-0.6427876096865395,0,SDF,2024-06-14
64.0,85.0,0.0,50.0,29.91,10.0,0.0,11.0,1000,clear,partly_cloudy,-0.984807753012208,-0.17364817766693033,0,SDF,2024-06-14
65.0,88.0,0.0,46.0,29.91,10.0,0.0,8.0,1100,clear,partly_cloudy,-0.8660254037844385,-0.5000000000000004,0,SDF,2024-06-14
66.0,89.0,0.0,47.0,29.9,10.0,16.0,6.0,1200,clear,partly_cloudy,-0.8660254037844386,0.5000000000000001,0,SDF,2024-06-14
66.0,89.0,0.0,47.0,29.9,9.94,0.0,6.0,1300,clear,other,-0.8660254037844386,0.5000000000000001,0,SDF,2024-06-14
67.0,90.0,0.0,47.0,29.9,10.0,0.0,6.0,1300,clear,cloudy,-0.8660254037844386,0.5000000000000001,0,SDF,2024-06-14
68.0,91.0,0.0,47.0,29.88,10.0,0.0,8.0,1400,clear,cloudy,-1.0,-1.8369701987210297e-16,0,SDF,2024-06-14
69.0,91.0,0.0,49.0,29.88,10.0,0.0,11.0,1500,rain,cloudy,-0.8660254037844386,0.5000000000000001,0,SDF,2024-06-14
69.0,91.0,0.0,49.0,29.88,9.94,0.0,11.0,1600,rain,other,-0.8660254037844386,0.5000000000000001,0,SDF,2024-06-14
70.0,91.0,0.0,50.0,29.88,10.0,0.0,11.0,1600,thunderstorm,cloudy,-1.0,-1.8369701987210297e-16,0,SDF,2024-06-14
69.0,91.0,0.0,49.0,29.88,10.0,0.0,9.0,1600,clear,cloudy,-0.9848077530122081,0.17364817766692997,0,SDF,2024-06-14
70.0,90.0,0.0,52.0,29.87,10.0,0.0,7.0,1600,clear,cloudy,-0.6427876096865396,0.7660444431189778,0,SDF,2024-06-14
60.0,91.0,0.0,35.0,29.88,10.0,0.0,9.0,1700,clear,partly_cloudy,0.17364817766693033,0.984807753012208,0,SDF,2024-06-14
63.0,90.0,0.0,41.0,29.89,10.0,0.0,9.0,1800,clear,partly_cloudy,0.3420201433256687,0.9396926207859084,0,SDF,2024-06-14
63.0,90.0,0.0,41.0,29.89,9.94,0.0,9.0,1900,clear,other,0.3420201433256687,0.9396926207859084,0,SDF,2024-06-14
64.0,87.0,0.0,46.0,29.91,10.0,0.0,9.0,1900,clear,partly_cloudy,-0.1736481776669304,0.984807753012208,0,SDF,2024-06-14
64.0,85.0,0.0,50.0,29.93,10.0,0.0,8.0,2000,clear,partly_cloudy,0.17364817766693033,0.984807753012208,0,SDF,2024-06-14
62.0,83.0,0.0,49.0,29.95,10.0,0.0,10.0,2100,clear,partly_cloudy,0.17364817766693033,0.984807753012208,0,SDF,2024-06-14
62.0,83.0,0.0,49.0,29.95,9.94,0.0,10.0,2200,clear,other,0.17364817766693033,0.984807753012208,0,SDF,2024-06-14
62.0,80.0,0.0,54.0,29.96,10.0,0.0,7.0,2200,clear,partly_cloudy,0.17364817766693033,0.984807753012208,0,SDF,2024-06-14
59.0,78.0,0.0,52.0,29.96,10.0,0.0,6.0,2300,clear,cloudy,0.17364817766693033,0.984807753012208,0,SDF,2024-06-14
58.95,78.0,0.0,52.1,29.96,10.0,0.0,6.0,2300,clear,clear,0.17364817766693033,0.984807753012208,0,SDF,2024-06-14
58.0,76.0,0.0,54.0,29.96,10.0,0.0,0.0,0,clear,clear,0.0,0.0,0,SDF,2024-06-15
58.0,76.0,0.0,54.0,29.96,9.94,0.0,0.0,100,clear,clear,0.0,0.0,0,SDF,2024-06-15
57.0,74.0,0.0,56.0,29.96,10.0,0.0,5.0,100,clear,clear,0.17364817766693033,0.984807753012208,0,SDF,2024-06-15
58.0,74.0,0.0,57.0,29.97,10.0,0.0,3.0,200,clear,partly_cloudy,0.49999999999999994,0.8660254037844387,0,SDF,2024-06-15
60.0,74.0,0.0,62.0,29.98,10.0,0.0,5.0,300,clear,clear,0.984807753012208,0.17364817766693041,0,SDF,2024-06-15
60.0,74.0,0.0,62.0,29.98,9.94,0.0,5.0,400,clear,clear,0.984807753012208,0.17364817766693041,0,SDF,2024-06-15
59.0,73.0,0.0,62.0,30.01,10.0,0.0,5.0,400,clear,clear,0.0,0.0,1,SDF,2024-06-15
59.0,72.0,0.0,64.0,30.04,10.0,0.0,6.0,500,clear,clear,0.9396926207859083,0.3420201433256688,0,SDF,2024-06-15
59.0,73.0,0.0,62.0,30.06,10.0,0.0,10.0,600,clear,clear,0.984807753012208,0.17364817766693041,0,SDF,2024-06-15
59.0,73.0,0.0,62.0,30.06,9.94,0.0,10.0,700,clear,clear,0.984807753012208,0.17364817766693041,0,SDF,2024-06-15
59.0,75.0,0.0,58.0,30.06,10.0,17.0,8.0,700,clear,clear,1.0,6.123233995736766e-17,0,SDF,2024-06-15
57.0,78.0,0.0,48.0,30.08,10.0,0.0,13.0,800,clear,clear,0.9396926207859084,-0.3420201433256687,0,SDF,2024-06-15
58.0,80.0,0.0,47.0,30.07,10.0,0.0,9.0,900,clear,clear,1.0,6.123233995736766e-17,0,SDF,2024-06-15
58.0,80.0,0.0,47.0,30.07,9.94,0.0,9.0,1000,clear,clear,1.0,6.123233995736766e-17,0,SDF,2024-06-15
57.0,83.0,0.0,41.0,30.08,10.0,0.0,11.0,1000,clear,clear,0.9396926207859084,-0.3420201433256687,0,SDF,2024-06-15
58.0,84.0,0.0,41.0,30.07,10.0,0.0,10.0,1100,clear,partly_cloudy,0.8660254037844387,-0.4999999999999998,0,SDF,2024-06-15
56.0,86.0,0.0,36.0,30.04,10.0,0.0,15.0,1200,clear,partly_cloudy,0.766044443118978,-0.6427876096865394,0,SDF,2024-06-15
56.0,86.0,0.0,36.0,30.04,9.94,0.0,15.0,1300,clear,other,0.766044443118978,-0.6427876096865394,0,SDF,2024-06-15
54.0,88.0,0.0,31.0,30.04,10.0,0.0,13.0,1300,clear,partly_cloudy,0.984807753012208,-0.1736481776669303,0,SDF,2024-06-15
53.0,88.0,0.0,30.0,30.03,10.0,0.0,9.0,1400,clear,partly_cloudy,0.9396926207859084,-0.3420201433256687,0,SDF,2024-06-15
52.0,89.0,0.0,28.0,30.03,10.0,0.0,13.0,1500,clear,partly_cloudy,0.984807753012208,0.17364817766693041,0,SDF,2024-06-15
52.0,89.0,0.0,28.0,30.03,9.94,0.0,13.0,1600,clear,other,0.984807753012208,0.17364817766693041,0,SDF,2024-06-15
52.0,88.0,0.0,29.0,30.02,10.0,20.0,11.0,1600,clear,partly_cloudy,0.9396926207859083,0.3420201433256688,0,SDF,2024-06-15
51.0,87.0,0.0,29.0,30.02,10.0,0.0,9.0,1700,clear,cloudy,0.9396926207859084,-0.3420201433256687,0,SDF,2024-06-15
52.0,85.0,0.0,32.0,30.02,10.0,0.0,8.0,1800,clear,partly_cloudy,1.0,6.123233995736766e-17,0,SDF,2024-06-15
52.0,85.0,0.0,32.0,30.02,9.94,0.0,8.0,1900,clear,clear,1.0,6.123233995736766e-17,0,SDF,2024-06-15
52.0,83.0,0.0,34.0,30.01,10.0,0.0,8.0,1900,clear,partly_cloudy,1.0,6.123233995736766e-17,0,SDF,2024-06-15
51.0,80.0,0.0,37.0,30.01,10.0,0.0,7.0,2000,clear,partly_cloudy,0.984807753012208,0.17364817766693041,0,SDF,2024-06-15
49.0,78.0,0.0,36.0,30.01,10.0,0.0,9.0,2100,clear,partly_cloudy,1.0,6.123233995736766e-17,0,SDF,2024-06-15
49.0,78.0,0.0,36.0,30.01,9.94,0.0,9.0,2200,clear,clear,1.0,6.123233995736766e-17,0,SDF,2024-06-15
49.0,76.0,0.0,39.0,30.02,10.0,0.0,8.0,2200,clear,partly_cloudy,0.984807753012208,-0.1736481776669303,0,SDF,2024-06-15
49.0,74.0,0.0,41.0,30.01,10.0,0.0,8.0,2300,clear,partly_cloudy,0.9396926207859084,-0.3420201433256687,0,SDF,2024-06-15
49.0,74.0,0.0,41.15,30.01,10.0,0.0,8.0,2300,clear,clear,0.9396926207859084,-0.3420201433256687,0,SDF,2024-06-15
49.0,72.0,0.0,44.0,30.01,10.0,0.0,5.0,0,clear,clear,0.9396926207859084,-0.3420201433256687,0,SDF,2024-06-16
49.0,72.0,0.0,44.0,30.01,9.94,0.0,5.0,100,clear,clear,0.9396926207859084,-0.3420201433256687,0,SDF,2024-06-16
50.0,72.0,0.0,46.0,30.01,10.0,0.0,0.0,100,clear,clear,0.0,0.0,0,SDF,2024-06-16
50.0,70.0,0.0,49.0,30.01,10.0,0.0,0.0,200,clear,partly_cloudy,0.0,0.0,0,SDF,2024-06-16
50.0,69.0,0.0,51.0,30.01,10.0,0.0,0.0,300,clear,partly_cloudy,0.0,0.0,0,SDF,2024-06-16
50.0,69.0,0.0,51.0,30.01,9.94,0.0,0.0,400,clear,clear,0.0,0.0,0,SDF,2024-06-16
51.0,68.0,0.0,55.0,30.02,10.0,0.0,0.0,400,clear,partly_cloudy,0.0,0.0,0,SDF,2024-06-16
51.0,67.0,0.0,57.0,30.02,10.0,0.0,3.0,500,clear,partly_cloudy,0.6427876096865395,-0.7660444431189779,0,SDF,2024-06-16
52.0,69.0,0.0,55.0,30.02,10.0,0.0,5.0,600,clear,cloudy,0.766044443118978,-0.6427876096865394,0,SDF,2024-06-16
52.0,69.0,0.0,55.0,30.02,9.94,0.0,5.0,700,clear,clear,0.766044443118978,-0.6427876096865394,0,SDF,2024-06-16
53.0,71.0,0.0,53.0,30.04,10.0,0.0,5.0,700,clear,partly_cloudy,0.0,0.0,1,SDF,2024-06-16
56.0,77.0,0.0,48.0,30.03,10.0,0.0,0.0,800,clear,partly_cloudy,0.0,0.0,0,SDF,2024-06-16
59.0,82.0,0.0,46.0,30.03,10.0,0.0,3.0,900,clear,partly_cloudy,0.984807753012208,0.17364817766693041,0,SDF,2024-06-16
59.0,82.0,0.0,46.0,30.03,9.94,0.0,3.0,1000,clear,clear,0.984807753012208,0.17364817766693041,0,SDF,2024-06-16
63.0,87.0,0.0,45.0,30.02,10.0,0.0,6.0,1000,clear,partly_cloudy,0.8660254037844387,-0.4999999999999998,0,SDF,2024-06-16
67.0,90.0,0.0,47.0,30.02,10.0,0.0,6.0,1100,clear,partly_cloudy,0.3420201433256689,-0.9396926207859083,0,SDF,2024-06-16
68.0,92.0,0.0,46.0,30.01,10.0,0.0,7.0,1200,clear,partly_cloudy,0.8660254037844387,-0.4999999999999998,0,SDF,2024-06-16
68.0,92.0,0.0,46.0,30.01,9.94,0.0,7.0,1300,clear,other,0.8660254037844387,-0.4999999999999998,0,SDF,2024-06-16
68.0,93.0,0.0,44.0,29.99,10.0,0.0,8.0,1300,clear,partly_cloudy,-0.984807753012208,-0.17364817766693033,0,SDF,2024-06-16
68.0,93.0,0.0,44.0,29.96,10.0,0.0,6.0,1400,clear,partly_cloudy,0.0,0.0,1,SDF,2024-06-16
68.0,94.0,0.0,43.0,29.94,10.0,20.0,10.0,1500,clear,cloudy,0.3420201433256689,-0.9396926207859083,0,SDF,2024-06-16
68.0,94.0,0.0,43.0,29.94,9.94,0.0,10.0,1600,clear,other,0.3420201433256689,-0.9396926207859083,0,SDF,2024-06-16
68.0,94.0,0.0,43.0,29.93,10.0,0.0,8.0,1600,clear,cloudy,-0.17364817766693047,-0.984807753012208,0,SDF,2024-06-16
67.0,93.0,0.0,42.0,29.93,10.0,18.0,8.0,1700,clear,cloudy,0.17364817766693028,-0.984807753012208,0,SDF,2024-06-16
67.0,93.0,0.0,42.0,29.93,10.0,0.0,10.0,1800,clear,partly_cloudy,1.2246467991473532e-16,-1.0,0,SDF,2024-06-16
67.0,93.0,0.0,42.0,29.93,9.94,0.0,10.0,1900,clear,other,1.2246467991473532e-16,-1.0,0,SDF,2024-06-16
